event_id,commence_time,home_team,away_team,bookmaker_key,bookmaker_title,market_key,outcome_name,point,price,snapshot_time,raw_saved_path
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,draftkings,DraftKings,h2h,Buffalo Bills,,1.27,20251116_2025,backtest/cache/event_props_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2025.json
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,draftkings,DraftKings,h2h,Tampa Bay Buccaneers,,3.7,20251116_2025,backtest/cache/event_props_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2025.json
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,williamhill_us,Caesars,h2h,Buffalo Bills,,1.25,20251116_2025,backtest/cache/event_props_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2025.json
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,williamhill_us,Caesars,h2h,Tampa Bay Buccaneers,,3.75,20251116_2025,backtest/cache/event_props_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2025.json
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,fanduel,FanDuel,h2h,Buffalo Bills,,1.28,20251116_2025,backtest/cache/event_props_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2025.json
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,fanduel,FanDuel,h2h,Tampa Bay Buccaneers,,3.6,20251116_2025,backtest/cache/event_props_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2025.json
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,mybookieag,MyBookie.ag,h2h,Buffalo Bills,,1.22,20251116_2025,backtest/cache/event_props_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2025.json
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,mybookieag,MyBookie.ag,h2h,Tampa Bay Buccaneers,,4.0,20251116_2025,backtest/cache/event_props_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2025.json
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,betrivers,BetRivers,h2h,Buffalo Bills,,1.23,20251116_2025,backtest/cache/event_props_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2025.json
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,betrivers,BetRivers,h2h,Tampa Bay Buccaneers,,3.75,20251116_2025,backtest/cache/event_props_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2025.json
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,fanatics,Fanatics,h2h,Buffalo Bills,,1.22,20251116_2025,backtest/cache/event_props_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2025.json
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,fanatics,Fanatics,h2h,Tampa Bay Buccaneers,,4.1,20251116_2025,backtest/cache/event_props_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2025.json
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,bovada,Bovada,h2h,Buffalo Bills,,1.28,20251116_2025,backtest/cache/event_props_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2025.json
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,bovada,Bovada,h2h,Tampa Bay Buccaneers,,3.55,20251116_2025,backtest/cache/event_props_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2025.json
229a5e9ce60dcb344a8cc3c97121154e,2025-11-16T18:02:50Z,Minnesota Vikings,Chicago Bears,draftkings,DraftKings,h2h,Chicago Bears,,1.24,20251116_2025,backtest/cache/event_props_229a5e9ce60dcb344a8cc3c97121154e_snapshot_20251116_2025.json
229a5e9ce60dcb344a8cc3c97121154e,2025-11-16T18:02:50Z,Minnesota Vikings,Chicago Bears,draftkings,DraftKings,h2h,Minnesota Vikings,,4.0,20251116_2025,backtest/cache/event_props_229a5e9ce60dcb344a8cc3c97121154e_snapshot_20251116_2025.json
229a5e9ce60dcb344a8cc3c97121154e,2025-11-16T18:02:50Z,Minnesota Vikings,Chicago Bears,williamhill_us,Caesars,h2h,Chicago Bears,,1.14,20251116_2025,backtest/cache/event_props_229a5e9ce60dcb344a8cc3c97121154e_snapshot_20251116_2025.json
229a5e9ce60dcb344a8cc3c97121154e,2025-11-16T18:02:50Z,Minnesota Vikings,Chicago Bears,williamhill_us,Caesars,h2h,Minnesota Vikings,,5.2,20251116_2025,backtest/cache/event_props_229a5e9ce60dcb344a8cc3c97121154e_snapshot_20251116_2025.json
229a5e9ce60dcb344a8cc3c97121154e,2025-11-16T18:02:50Z,Minnesota Vikings,Chicago Bears,fanduel,FanDuel,h2h,Chicago Bears,,1.16,20251116_2025,backtest/cache/event_props_229a5e9ce60dcb344a8cc3c97121154e_snapshot_20251116_2025.json
229a5e9ce60dcb344a8cc3c97121154e,2025-11-16T18:02:50Z,Minnesota Vikings,Chicago Bears,fanduel,FanDuel,h2h,Minnesota Vikings,,5.0,20251116_2025,backtest/cache/event_props_229a5e9ce60dcb344a8cc3c97121154e_snapshot_20251116_2025.json
229a5e9ce60dcb344a8cc3c97121154e,2025-11-16T18:02:50Z,Minnesota Vikings,Chicago Bears,mybookieag,MyBookie.ag,h2h,Chicago Bears,,1.18,20251116_2025,backtest/cache/event_props_229a5e9ce60dcb344a8cc3c97121154e_snapshot_20251116_2025.json
229a5e9ce60dcb344a8cc3c97121154e,2025-11-16T18:02:50Z,Minnesota Vikings,Chicago Bears,mybookieag,MyBookie.ag,h2h,Minnesota Vikings,,4.6,20251116_2025,backtest/cache/event_props_229a5e9ce60dcb344a8cc3c97121154e_snapshot_20251116_2025.json
229a5e9ce60dcb344a8cc3c97121154e,2025-11-16T18:02:50Z,Minnesota Vikings,Chicago Bears,betrivers,BetRivers,h2h,Chicago Bears,,1.15,20251116_2025,backtest/cache/event_props_229a5e9ce60dcb344a8cc3c97121154e_snapshot_20251116_2025.json
229a5e9ce60dcb344a8cc3c97121154e,2025-11-16T18:02:50Z,Minnesota Vikings,Chicago Bears,betrivers,BetRivers,h2h,Minnesota Vikings,,4.8,20251116_2025,backtest/cache/event_props_229a5e9ce60dcb344a8cc3c97121154e_snapshot_20251116_2025.json
229a5e9ce60dcb344a8cc3c97121154e,2025-11-16T18:02:50Z,Minnesota Vikings,Chicago Bears,fanatics,Fanatics,h2h,Chicago Bears,,1.25,20251116_2025,backtest/cache/event_props_229a5e9ce60dcb344a8cc3c97121154e_snapshot_20251116_2025.json
229a5e9ce60dcb344a8cc3c97121154e,2025-11-16T18:02:50Z,Minnesota Vikings,Chicago Bears,fanatics,Fanatics,h2h,Minnesota Vikings,,3.8,20251116_2025,backtest/cache/event_props_229a5e9ce60dcb344a8cc3c97121154e_snapshot_20251116_2025.json
229a5e9ce60dcb344a8cc3c97121154e,2025-11-16T18:02:50Z,Minnesota Vikings,Chicago Bears,bovada,Bovada,h2h,Chicago Bears,,1.08,20251116_2025,backtest/cache/event_props_229a5e9ce60dcb344a8cc3c97121154e_snapshot_20251116_2025.json
229a5e9ce60dcb344a8cc3c97121154e,2025-11-16T18:02:50Z,Minnesota Vikings,Chicago Bears,bovada,Bovada,h2h,Minnesota Vikings,,7.5,20251116_2025,backtest/cache/event_props_229a5e9ce60dcb344a8cc3c97121154e_snapshot_20251116_2025.json
5c06e82838fcfade9adf1e89b8bd3081,2025-11-16T18:02:54Z,New York Giants,Green Bay Packers,draftkings,DraftKings,h2h,Green Bay Packers,,1.24,20251116_2025,backtest/cache/event_props_5c06e82838fcfade9adf1e89b8bd3081_snapshot_20251116_2025.json
5c06e82838fcfade9adf1e89b8bd3081,2025-11-16T18:02:54Z,New York Giants,Green Bay Packers,draftkings,DraftKings,h2h,New York Giants,,4.0,20251116_2025,backtest/cache/event_props_5c06e82838fcfade9adf1e89b8bd3081_snapshot_20251116_2025.json
5c06e82838fcfade9adf1e89b8bd3081,2025-11-16T18:02:54Z,New York Giants,Green Bay Packers,williamhill_us,Caesars,h2h,Green Bay Packers,,1.28,20251116_2025,backtest/cache/event_props_5c06e82838fcfade9adf1e89b8bd3081_snapshot_20251116_2025.json
5c06e82838fcfade9adf1e89b8bd3081,2025-11-16T18:02:54Z,New York Giants,Green Bay Packers,williamhill_us,Caesars,h2h,New York Giants,,3.5,20251116_2025,backtest/cache/event_props_5c06e82838fcfade9adf1e89b8bd3081_snapshot_20251116_2025.json
5c06e82838fcfade9adf1e89b8bd3081,2025-11-16T18:02:54Z,New York Giants,Green Bay Packers,fanduel,FanDuel,h2h,Green Bay Packers,,1.25,20251116_2025,backtest/cache/event_props_5c06e82838fcfade9adf1e89b8bd3081_snapshot_20251116_2025.json
5c06e82838fcfade9adf1e89b8bd3081,2025-11-16T18:02:54Z,New York Giants,Green Bay Packers,fanduel,FanDuel,h2h,New York Giants,,3.85,20251116_2025,backtest/cache/event_props_5c06e82838fcfade9adf1e89b8bd3081_snapshot_20251116_2025.json
5c06e82838fcfade9adf1e89b8bd3081,2025-11-16T18:02:54Z,New York Giants,Green Bay Packers,mybookieag,MyBookie.ag,h2h,Green Bay Packers,,1.15,20251116_2025,backtest/cache/event_props_5c06e82838fcfade9adf1e89b8bd3081_snapshot_20251116_2025.json
5c06e82838fcfade9adf1e89b8bd3081,2025-11-16T18:02:54Z,New York Giants,Green Bay Packers,mybookieag,MyBookie.ag,h2h,New York Giants,,5.0,20251116_2025,backtest/cache/event_props_5c06e82838fcfade9adf1e89b8bd3081_snapshot_20251116_2025.json
5c06e82838fcfade9adf1e89b8bd3081,2025-11-16T18:02:54Z,New York Giants,Green Bay Packers,betrivers,BetRivers,h2h,Green Bay Packers,,1.2,20251116_2025,backtest/cache/event_props_5c06e82838fcfade9adf1e89b8bd3081_snapshot_20251116_2025.json
5c06e82838fcfade9adf1e89b8bd3081,2025-11-16T18:02:54Z,New York Giants,Green Bay Packers,betrivers,BetRivers,h2h,New York Giants,,4.2,20251116_2025,backtest/cache/event_props_5c06e82838fcfade9adf1e89b8bd3081_snapshot_20251116_2025.json
5c06e82838fcfade9adf1e89b8bd3081,2025-11-16T18:02:54Z,New York Giants,Green Bay Packers,fanatics,Fanatics,h2h,Green Bay Packers,,1.22,20251116_2025,backtest/cache/event_props_5c06e82838fcfade9adf1e89b8bd3081_snapshot_20251116_2025.json
5c06e82838fcfade9adf1e89b8bd3081,2025-11-16T18:02:54Z,New York Giants,Green Bay Packers,fanatics,Fanatics,h2h,New York Giants,,4.1,20251116_2025,backtest/cache/event_props_5c06e82838fcfade9adf1e89b8bd3081_snapshot_20251116_2025.json
5c06e82838fcfade9adf1e89b8bd3081,2025-11-16T18:02:54Z,New York Giants,Green Bay Packers,bovada,Bovada,h2h,Green Bay Packers,,1.26,20251116_2025,backtest/cache/event_props_5c06e82838fcfade9adf1e89b8bd3081_snapshot_20251116_2025.json
5c06e82838fcfade9adf1e89b8bd3081,2025-11-16T18:02:54Z,New York Giants,Green Bay Packers,bovada,Bovada,h2h,New York Giants,,3.65,20251116_2025,backtest/cache/event_props_5c06e82838fcfade9adf1e89b8bd3081_snapshot_20251116_2025.json
fd2f29289d6437a7c07d4780c5f04936,2025-11-16T18:02:55Z,Tennessee Titans,Houston Texans,draftkings,DraftKings,h2h,Houston Texans,,1.07,20251116_2025,backtest/cache/event_props_fd2f29289d6437a7c07d4780c5f04936_snapshot_20251116_2025.json
fd2f29289d6437a7c07d4780c5f04936,2025-11-16T18:02:55Z,Tennessee Titans,Houston Texans,draftkings,DraftKings,h2h,Tennessee Titans,,8.5,20251116_2025,backtest/cache/event_props_fd2f29289d6437a7c07d4780c5f04936_snapshot_20251116_2025.json
fd2f29289d6437a7c07d4780c5f04936,2025-11-16T18:02:55Z,Tennessee Titans,Houston Texans,williamhill_us,Caesars,h2h,Houston Texans,,1.09,20251116_2025,backtest/cache/event_props_fd2f29289d6437a7c07d4780c5f04936_snapshot_20251116_2025.json
fd2f29289d6437a7c07d4780c5f04936,2025-11-16T18:02:55Z,Tennessee Titans,Houston Texans,williamhill_us,Caesars,h2h,Tennessee Titans,,6.75,20251116_2025,backtest/cache/event_props_fd2f29289d6437a7c07d4780c5f04936_snapshot_20251116_2025.json
fd2f29289d6437a7c07d4780c5f04936,2025-11-16T18:02:55Z,Tennessee Titans,Houston Texans,fanduel,FanDuel,h2h,Houston Texans,,1.1,20251116_2025,backtest/cache/event_props_fd2f29289d6437a7c07d4780c5f04936_snapshot_20251116_2025.json
fd2f29289d6437a7c07d4780c5f04936,2025-11-16T18:02:55Z,Tennessee Titans,Houston Texans,fanduel,FanDuel,h2h,Tennessee Titans,,6.6,20251116_2025,backtest/cache/event_props_fd2f29289d6437a7c07d4780c5f04936_snapshot_20251116_2025.json
fd2f29289d6437a7c07d4780c5f04936,2025-11-16T18:02:55Z,Tennessee Titans,Houston Texans,mybookieag,MyBookie.ag,h2h,Houston Texans,,1.18,20251116_2025,backtest/cache/event_props_fd2f29289d6437a7c07d4780c5f04936_snapshot_20251116_2025.json
fd2f29289d6437a7c07d4780c5f04936,2025-11-16T18:02:55Z,Tennessee Titans,Houston Texans,mybookieag,MyBookie.ag,h2h,Tennessee Titans,,4.4,20251116_2025,backtest/cache/event_props_fd2f29289d6437a7c07d4780c5f04936_snapshot_20251116_2025.json
fd2f29289d6437a7c07d4780c5f04936,2025-11-16T18:02:55Z,Tennessee Titans,Houston Texans,betrivers,BetRivers,h2h,Houston Texans,,1.05,20251116_2025,backtest/cache/event_props_fd2f29289d6437a7c07d4780c5f04936_snapshot_20251116_2025.json
fd2f29289d6437a7c07d4780c5f04936,2025-11-16T18:02:55Z,Tennessee Titans,Houston Texans,betrivers,BetRivers,h2h,Tennessee Titans,,8.0,20251116_2025,backtest/cache/event_props_fd2f29289d6437a7c07d4780c5f04936_snapshot_20251116_2025.json
fd2f29289d6437a7c07d4780c5f04936,2025-11-16T18:02:55Z,Tennessee Titans,Houston Texans,fanatics,Fanatics,h2h,Houston Texans,,1.09,20251116_2025,backtest/cache/event_props_fd2f29289d6437a7c07d4780c5f04936_snapshot_20251116_2025.json
fd2f29289d6437a7c07d4780c5f04936,2025-11-16T18:02:55Z,Tennessee Titans,Houston Texans,fanatics,Fanatics,h2h,Tennessee Titans,,7.0,20251116_2025,backtest/cache/event_props_fd2f29289d6437a7c07d4780c5f04936_snapshot_20251116_2025.json
fd2f29289d6437a7c07d4780c5f04936,2025-11-16T18:02:55Z,Tennessee Titans,Houston Texans,bovada,Bovada,h2h,Houston Texans,,1.1,20251116_2025,backtest/cache/event_props_fd2f29289d6437a7c07d4780c5f04936_snapshot_20251116_2025.json
fd2f29289d6437a7c07d4780c5f04936,2025-11-16T18:02:55Z,Tennessee Titans,Houston Texans,bovada,Bovada,h2h,Tennessee Titans,,6.5,20251116_2025,backtest/cache/event_props_fd2f29289d6437a7c07d4780c5f04936_snapshot_20251116_2025.json
0ae85bbc3711ad0cb94475a40e2364f0,2025-11-16T18:03:15Z,Atlanta Falcons,Carolina Panthers,draftkings,DraftKings,h2h,Atlanta Falcons,,1.48,20251116_2025,backtest/cache/event_props_0ae85bbc3711ad0cb94475a40e2364f0_snapshot_20251116_2025.json
0ae85bbc3711ad0cb94475a40e2364f0,2025-11-16T18:03:15Z,Atlanta Falcons,Carolina Panthers,draftkings,DraftKings,h2h,Carolina Panthers,,2.6,20251116_2025,backtest/cache/event_props_0ae85bbc3711ad0cb94475a40e2364f0_snapshot_20251116_2025.json
0ae85bbc3711ad0cb94475a40e2364f0,2025-11-16T18:03:15Z,Atlanta Falcons,Carolina Panthers,williamhill_us,Caesars,h2h,Atlanta Falcons,,1.48,20251116_2025,backtest/cache/event_props_0ae85bbc3711ad0cb94475a40e2364f0_snapshot_20251116_2025.json
0ae85bbc3711ad0cb94475a40e2364f0,2025-11-16T18:03:15Z,Atlanta Falcons,Carolina Panthers,williamhill_us,Caesars,h2h,Carolina Panthers,,2.59,20251116_2025,backtest/cache/event_props_0ae85bbc3711ad0cb94475a40e2364f0_snapshot_20251116_2025.json
0ae85bbc3711ad0cb94475a40e2364f0,2025-11-16T18:03:15Z,Atlanta Falcons,Carolina Panthers,fanduel,FanDuel,h2h,Atlanta Falcons,,1.48,20251116_2025,backtest/cache/event_props_0ae85bbc3711ad0cb94475a40e2364f0_snapshot_20251116_2025.json
0ae85bbc3711ad0cb94475a40e2364f0,2025-11-16T18:03:15Z,Atlanta Falcons,Carolina Panthers,fanduel,FanDuel,h2h,Carolina Panthers,,2.62,20251116_2025,backtest/cache/event_props_0ae85bbc3711ad0cb94475a40e2364f0_snapshot_20251116_2025.json
0ae85bbc3711ad0cb94475a40e2364f0,2025-11-16T18:03:15Z,Atlanta Falcons,Carolina Panthers,mybookieag,MyBookie.ag,h2h,Atlanta Falcons,,1.45,20251116_2025,backtest/cache/event_props_0ae85bbc3711ad0cb94475a40e2364f0_snapshot_20251116_2025.json
0ae85bbc3711ad0cb94475a40e2364f0,2025-11-16T18:03:15Z,Atlanta Falcons,Carolina Panthers,mybookieag,MyBookie.ag,h2h,Carolina Panthers,,2.65,20251116_2025,backtest/cache/event_props_0ae85bbc3711ad0cb94475a40e2364f0_snapshot_20251116_2025.json
0ae85bbc3711ad0cb94475a40e2364f0,2025-11-16T18:03:15Z,Atlanta Falcons,Carolina Panthers,betrivers,BetRivers,h2h,Atlanta Falcons,,1.54,20251116_2025,backtest/cache/event_props_0ae85bbc3711ad0cb94475a40e2364f0_snapshot_20251116_2025.json
0ae85bbc3711ad0cb94475a40e2364f0,2025-11-16T18:03:15Z,Atlanta Falcons,Carolina Panthers,betrivers,BetRivers,h2h,Carolina Panthers,,2.32,20251116_2025,backtest/cache/event_props_0ae85bbc3711ad0cb94475a40e2364f0_snapshot_20251116_2025.json
0ae85bbc3711ad0cb94475a40e2364f0,2025-11-16T18:03:15Z,Atlanta Falcons,Carolina Panthers,fanatics,Fanatics,h2h,Atlanta Falcons,,1.48,20251116_2025,backtest/cache/event_props_0ae85bbc3711ad0cb94475a40e2364f0_snapshot_20251116_2025.json
0ae85bbc3711ad0cb94475a40e2364f0,2025-11-16T18:03:15Z,Atlanta Falcons,Carolina Panthers,fanatics,Fanatics,h2h,Carolina Panthers,,2.6,20251116_2025,backtest/cache/event_props_0ae85bbc3711ad0cb94475a40e2364f0_snapshot_20251116_2025.json
0ae85bbc3711ad0cb94475a40e2364f0,2025-11-16T18:03:15Z,Atlanta Falcons,Carolina Panthers,bovada,Bovada,h2h,Atlanta Falcons,,1.36,20251116_2025,backtest/cache/event_props_0ae85bbc3711ad0cb94475a40e2364f0_snapshot_20251116_2025.json
0ae85bbc3711ad0cb94475a40e2364f0,2025-11-16T18:03:15Z,Atlanta Falcons,Carolina Panthers,bovada,Bovada,h2h,Carolina Panthers,,3.0,20251116_2025,backtest/cache/event_props_0ae85bbc3711ad0cb94475a40e2364f0_snapshot_20251116_2025.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,draftkings,DraftKings,h2h,Arizona Cardinals,,2.6,20251116_2025,backtest/cache/event_props_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2025.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,draftkings,DraftKings,h2h,San Francisco 49ers,,1.52,20251116_2025,backtest/cache/event_props_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2025.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,betus,BetUS,h2h,Arizona Cardinals,,2.59,20251116_2025,backtest/cache/event_props_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2025.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,betus,BetUS,h2h,San Francisco 49ers,,1.54,20251116_2025,backtest/cache/event_props_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2025.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,williamhill_us,Caesars,h2h,Arizona Cardinals,,2.56,20251116_2025,backtest/cache/event_props_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2025.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,williamhill_us,Caesars,h2h,San Francisco 49ers,,1.53,20251116_2025,backtest/cache/event_props_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2025.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,fanduel,FanDuel,h2h,Arizona Cardinals,,2.6,20251116_2025,backtest/cache/event_props_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2025.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,fanduel,FanDuel,h2h,San Francisco 49ers,,1.53,20251116_2025,backtest/cache/event_props_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2025.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,mybookieag,MyBookie.ag,h2h,Arizona Cardinals,,2.55,20251116_2025,backtest/cache/event_props_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2025.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,mybookieag,MyBookie.ag,h2h,San Francisco 49ers,,1.52,20251116_2025,backtest/cache/event_props_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2025.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,lowvig,LowVig.ag,h2h,Arizona Cardinals,,2.63,20251116_2025,backtest/cache/event_props_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2025.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,lowvig,LowVig.ag,h2h,San Francisco 49ers,,1.53,20251116_2025,backtest/cache/event_props_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2025.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,betonlineag,BetOnline.ag,h2h,Arizona Cardinals,,2.63,20251116_2025,backtest/cache/event_props_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2025.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,betonlineag,BetOnline.ag,h2h,San Francisco 49ers,,1.53,20251116_2025,backtest/cache/event_props_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2025.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,betrivers,BetRivers,h2h,Arizona Cardinals,,2.55,20251116_2025,backtest/cache/event_props_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2025.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,betrivers,BetRivers,h2h,San Francisco 49ers,,1.51,20251116_2025,backtest/cache/event_props_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2025.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,fanatics,Fanatics,h2h,Arizona Cardinals,,2.6,20251116_2025,backtest/cache/event_props_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2025.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,fanatics,Fanatics,h2h,San Francisco 49ers,,1.53,20251116_2025,backtest/cache/event_props_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2025.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,bovada,Bovada,h2h,Arizona Cardinals,,2.65,20251116_2025,backtest/cache/event_props_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2025.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,bovada,Bovada,h2h,San Francisco 49ers,,1.51,20251116_2025,backtest/cache/event_props_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2025.json
e926e654cedeb65fcfcc389a5158ef4e,2025-11-16T21:05:00Z,Los Angeles Rams,Seattle Seahawks,draftkings,DraftKings,h2h,Los Angeles Rams,,1.57,20251116_2025,backtest/cache/event_props_e926e654cedeb65fcfcc389a5158ef4e_snapshot_20251116_2025.json
e926e654cedeb65fcfcc389a5158ef4e,2025-11-16T21:05:00Z,Los Angeles Rams,Seattle Seahawks,draftkings,DraftKings,h2h,Seattle Seahawks,,2.45,20251116_2025,backtest/cache/event_props_e926e654cedeb65fcfcc389a5158ef4e_snapshot_20251116_2025.json
e926e654cedeb65fcfcc389a5158ef4e,2025-11-16T21:05:00Z,Los Angeles Rams,Seattle Seahawks,betus,BetUS,h2h,Los Angeles Rams,,1.57,20251116_2025,backtest/cache/event_props_e926e654cedeb65fcfcc389a5158ef4e_snapshot_20251116_2025.json
