event_id,commence_time,home_team,away_team,bookmaker_key,bookmaker_title,market_key,outcome_name,point,raw_price,decimal_price,snapshot_time,raw_saved_path,book_implied_prob,consensus_median_prob,edge_prob,edge_rel_pct,zscore,injured,injury_status,injury_note
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,draftkings,DraftKings,h2h,Buffalo Bills,,1.6,1.6,20251116_2038,backtest/cache/event_props_full_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2038.json,0.5897435897435896,0.582901554404145,-0.006842035339444608,-0.01160171209731912,-0.025563117411409292,False,,
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,draftkings,DraftKings,h2h,Tampa Bay Buccaneers,,2.3,2.3,20251116_2038,backtest/cache/event_props_full_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2038.json,0.41025641025641024,0.4170984455958549,0.006842035339444663,0.016677461139896366,0.025563117411407422,False,,
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,williamhill_us,Caesars,h2h,Buffalo Bills,,1.43,1.43,20251116_2038,backtest/cache/event_props_full_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2038.json,0.6495098039215685,0.582901554404145,-0.0666082495174235,-0.10255156906833507,1.9370921351411998,False,,
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,williamhill_us,Caesars,h2h,Tampa Bay Buccaneers,,2.65,2.65,20251116_2038,backtest/cache/event_props_full_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2038.json,0.35049019607843135,0.4170984455958549,0.06660824951742356,0.19004311750425742,-1.937092135141198,False,,
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,fanduel,FanDuel,h2h,Buffalo Bills,,1.62,1.62,20251116_2038,backtest/cache/event_props_full_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2038.json,0.5803108808290156,0.582901554404145,0.002590673575129432,0.004464285714285538,-0.3353226688840506,False,,
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,fanduel,FanDuel,h2h,Tampa Bay Buccaneers,,2.24,2.24,20251116_2038,backtest/cache/event_props_full_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2038.json,0.4196891191709845,0.4170984455958549,-0.0025906735751295984,-0.006172839506172993,0.3353226688840555,False,,
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,mybookieag,MyBookie.ag,h2h,Buffalo Bills,,1.65,1.65,20251116_2038,backtest/cache/event_props_full_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2038.json,0.5714285714285715,0.582901554404145,0.011472982975573531,0.020077720207253676,-0.627007719365335,False,,
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,mybookieag,MyBookie.ag,h2h,Tampa Bay Buccaneers,,2.2,2.2,20251116_2038,backtest/cache/event_props_full_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2038.json,0.4285714285714286,0.4170984455958549,-0.011472982975573698,-0.02677029360967196,0.6270077193653393,False,,
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,betrivers,BetRivers,h2h,Buffalo Bills,,1.53,1.53,20251116_2038,backtest/cache/event_props_full_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2038.json,0.6056701030927835,0.582901554404145,-0.022768548688638424,-0.037592327196560464,0.49744566789595457,False,,
96377d2fb55e3cef733cecccdecaed5f,2025-11-16T18:02:33Z,Buffalo Bills,Tampa Bay Buccaneers,betrivers,BetRivers,h2h,Tampa Bay Buccaneers,,2.35,2.35,20251116_2038,backtest/cache/event_props_full_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2038.json,0.3943298969072165,0.4170984455958549,0.022768548688638424,0.057739848962037314,-0.4974456678959536,False,,
