event_id,market_key,outcome_name,bookmaker_key,bookmaker_title,price,median_price,pct_diff,point,snapshot,raw_path
229a5e9ce60dcb344a8cc3c97121154e,h2h,Minnesota Vikings,bovada,Bovada,7.5,4.8,0.5625000000000001,,20251116_2025,backtest/cache/event_props_229a5e9ce60dcb344a8cc3c97121154e_snapshot_20251116_2025.json
fd2f29289d6437a7c07d4780c5f04936,h2h,Tennessee Titans,draftkings,DraftKings,8.5,6.75,0.25925925925925924,,20251116_2025,backtest/cache/event_props_fd2f29289d6437a7c07d4780c5f04936_snapshot_20251116_2025.json
5c06e82838fcfade9adf1e89b8bd3081,h2h,New York Giants,mybookieag,MyBookie.ag,5.0,4.0,0.25,,20251116_2025,backtest/cache/event_props_5c06e82838fcfade9adf1e89b8bd3081_snapshot_20251116_2025.json
fd2f29289d6437a7c07d4780c5f04936,h2h,Tennessee Titans,betrivers,BetRivers,8.0,6.75,0.18518518518518517,,20251116_2025,backtest/cache/event_props_fd2f29289d6437a7c07d4780c5f04936_snapshot_20251116_2025.json
0ae85bbc3711ad0cb94475a40e2364f0,h2h,Carolina Panthers,bovada,Bovada,3.0,2.6,0.1538461538461538,,20251116_2025,backtest/cache/event_props_0ae85bbc3711ad0cb94475a40e2364f0_snapshot_20251116_2025.json
96377d2fb55e3cef733cecccdecaed5f,h2h,Tampa Bay Buccaneers,fanatics,Fanatics,4.1,3.75,0.09333333333333324,,20251116_2025,backtest/cache/event_props_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2025.json
229a5e9ce60dcb344a8cc3c97121154e,h2h,Minnesota Vikings,williamhill_us,Caesars,5.2,4.8,0.08333333333333341,,20251116_2025,backtest/cache/event_props_229a5e9ce60dcb344a8cc3c97121154e_snapshot_20251116_2025.json
fd2f29289d6437a7c07d4780c5f04936,h2h,Houston Texans,mybookieag,MyBookie.ag,1.18,1.09,0.08256880733944941,,20251116_2025,backtest/cache/event_props_fd2f29289d6437a7c07d4780c5f04936_snapshot_20251116_2025.json
229a5e9ce60dcb344a8cc3c97121154e,h2h,Chicago Bears,fanatics,Fanatics,1.25,1.16,0.0775862068965518,,20251116_2025,backtest/cache/event_props_229a5e9ce60dcb344a8cc3c97121154e_snapshot_20251116_2025.json
229a5e9ce60dcb344a8cc3c97121154e,h2h,Chicago Bears,draftkings,DraftKings,1.24,1.16,0.06896551724137938,,20251116_2025,backtest/cache/event_props_229a5e9ce60dcb344a8cc3c97121154e_snapshot_20251116_2025.json
96377d2fb55e3cef733cecccdecaed5f,h2h,Tampa Bay Buccaneers,mybookieag,MyBookie.ag,4.0,3.75,0.06666666666666667,,20251116_2025,backtest/cache/event_props_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2025.json
cc60225b5a907bd9ba7c27c23131fc5c,h2h,Cleveland Browns,fanatics,Fanatics,4.7,4.42,0.06334841628959281,,20251116_2025,backtest/cache/event_props_cc60225b5a907bd9ba7c27c23131fc5c_snapshot_20251116_2025.json
