event_id,market_key,outcome_name,bookmaker_key,bookmaker_title,price,median_price,pct_diff,point,snapshot,raw_path
5c06e82838fcfade9adf1e89b8bd3081,h2h,New York Giants,betrivers,BetRivers,4.2,4.0,0.050000000000000044,,20251116_2025,backtest/cache/event_props_5c06e82838fcfade9adf1e89b8bd3081_snapshot_20251116_2025.json
229a5e9ce60dcb344a8cc3c97121154e,h2h,Minnesota Vikings,fanduel,FanDuel,5.0,4.8,0.041666666666666706,,20251116_2025,backtest/cache/event_props_229a5e9ce60dcb344a8cc3c97121154e_snapshot_20251116_2025.json
cc60225b5a907bd9ba7c27c23131fc5c,h2h,Cleveland Browns,fanduel,FanDuel,4.6,4.42,0.04072398190045243,,20251116_2025,backtest/cache/event_props_cc60225b5a907bd9ba7c27c23131fc5c_snapshot_20251116_2025.json
0ae85bbc3711ad0cb94475a40e2364f0,h2h,Atlanta Falcons,betrivers,BetRivers,1.54,1.48,0.04054054054054058,,20251116_2025,backtest/cache/event_props_0ae85bbc3711ad0cb94475a40e2364f0_snapshot_20251116_2025.json
fd2f29289d6437a7c07d4780c5f04936,h2h,Tennessee Titans,fanatics,Fanatics,7.0,6.75,0.037037037037037035,,20251116_2025,backtest/cache/event_props_fd2f29289d6437a7c07d4780c5f04936_snapshot_20251116_2025.json
5c06e82838fcfade9adf1e89b8bd3081,h2h,Green Bay Packers,williamhill_us,Caesars,1.28,1.24,0.03225806451612906,,20251116_2025,backtest/cache/event_props_5c06e82838fcfade9adf1e89b8bd3081_snapshot_20251116_2025.json
5c06e82838fcfade9adf1e89b8bd3081,h2h,New York Giants,fanatics,Fanatics,4.1,4.0,0.02499999999999991,,20251116_2025,backtest/cache/event_props_5c06e82838fcfade9adf1e89b8bd3081_snapshot_20251116_2025.json
e926e654cedeb65fcfcc389a5158ef4e,h2h,Seattle Seahawks,bovada,Bovada,2.55,2.49,0.024096385542168516,,20251116_2025,backtest/cache/event_props_e926e654cedeb65fcfcc389a5158ef4e_snapshot_20251116_2025.json
96377d2fb55e3cef733cecccdecaed5f,h2h,Buffalo Bills,fanduel,FanDuel,1.28,1.25,0.02400000000000002,,20251116_2025,backtest/cache/event_props_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2025.json
96377d2fb55e3cef733cecccdecaed5f,h2h,Buffalo Bills,bovada,Bovada,1.28,1.25,0.02400000000000002,,20251116_2025,backtest/cache/event_props_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2025.json
0ae85bbc3711ad0cb94475a40e2364f0,h2h,Carolina Panthers,mybookieag,MyBookie.ag,2.65,2.6,0.019230769230769162,,20251116_2025,backtest/cache/event_props_0ae85bbc3711ad0cb94475a40e2364f0_snapshot_20251116_2025.json
91630b9c62640117918fa30d2a62d2db,h2h,Arizona Cardinals,bovada,Bovada,2.65,2.6,0.019230769230769162,,20251116_2025,backtest/cache/event_props_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2025.json
229a5e9ce60dcb344a8cc3c97121154e,h2h,Chicago Bears,mybookieag,MyBookie.ag,1.18,1.16,0.017241379310344845,,20251116_2025,backtest/cache/event_props_229a5e9ce60dcb344a8cc3c97121154e_snapshot_20251116_2025.json
5c06e82838fcfade9adf1e89b8bd3081,h2h,Green Bay Packers,bovada,Bovada,1.26,1.24,0.01612903225806453,,20251116_2025,backtest/cache/event_props_5c06e82838fcfade9adf1e89b8bd3081_snapshot_20251116_2025.json
96377d2fb55e3cef733cecccdecaed5f,h2h,Buffalo Bills,draftkings,DraftKings,1.27,1.25,0.016000000000000014,,20251116_2025,backtest/cache/event_props_96377d2fb55e3cef733cecccdecaed5f_snapshot_20251116_2025.json
e926e654cedeb65fcfcc389a5158ef4e,h2h,Los Angeles Rams,lowvig,LowVig.ag,1.59,1.565,0.015974440894568776,,20251116_2025,backtest/cache/event_props_e926e654cedeb65fcfcc389a5158ef4e_snapshot_20251116_2025.json
e926e654cedeb65fcfcc389a5158ef4e,h2h,Los Angeles Rams,betonlineag,BetOnline.ag,1.59,1.565,0.015974440894568776,,20251116_2025,backtest/cache/event_props_e926e654cedeb65fcfcc389a5158ef4e_snapshot_20251116_2025.json
96ce7785b0980b03282c7e10d4c58d4a,h2h,Denver Broncos,fanduel,FanDuel,2.84,2.8,0.0142857142857143,,20251116_2025,backtest/cache/event_props_96ce7785b0980b03282c7e10d4c58d4a_snapshot_20251116_2025.json
96ce7785b0980b03282c7e10d4c58d4a,h2h,Kansas City Chiefs,betus,BetUS,1.48,1.46,0.013698630136986314,,20251116_2025,backtest/cache/event_props_96ce7785b0980b03282c7e10d4c58d4a_snapshot_20251116_2025.json
96ce7785b0980b03282c7e10d4c58d4a,h2h,Kansas City Chiefs,lowvig,LowVig.ag,1.48,1.46,0.013698630136986314,,20251116_2025,backtest/cache/event_props_96ce7785b0980b03282c7e10d4c58d4a_snapshot_20251116_2025.json
96ce7785b0980b03282c7e10d4c58d4a,h2h,Kansas City Chiefs,betonlineag,BetOnline.ag,1.48,1.46,0.013698630136986314,,20251116_2025,backtest/cache/event_props_96ce7785b0980b03282c7e10d4c58d4a_snapshot_20251116_2025.json
96ce7785b0980b03282c7e10d4c58d4a,h2h,Kansas City Chiefs,fanatics,Fanatics,1.48,1.46,0.013698630136986314,,20251116_2025,backtest/cache/event_props_96ce7785b0980b03282c7e10d4c58d4a_snapshot_20251116_2025.json
91630b9c62640117918fa30d2a62d2db,h2h,Arizona Cardinals,lowvig,LowVig.ag,2.63,2.6,0.011538461538461463,,20251116_2025,backtest/cache/event_props_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2025.json
91630b9c62640117918fa30d2a62d2db,h2h,Arizona Cardinals,betonlineag,BetOnline.ag,2.63,2.6,0.011538461538461463,,20251116_2025,backtest/cache/event_props_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2025.json
fd2f29289d6437a7c07d4780c5f04936,h2h,Houston Texans,fanduel,FanDuel,1.1,1.09,0.009174311926605512,,20251116_2025,backtest/cache/event_props_fd2f29289d6437a7c07d4780c5f04936_snapshot_20251116_2025.json
fd2f29289d6437a7c07d4780c5f04936,h2h,Houston Texans,bovada,Bovada,1.1,1.09,0.009174311926605512,,20251116_2025,backtest/cache/event_props_fd2f29289d6437a7c07d4780c5f04936_snapshot_20251116_2025.json
cc60225b5a907bd9ba7c27c23131fc5c,h2h,Baltimore Ravens,draftkings,DraftKings,1.23,1.22,0.008196721311475417,,20251116_2025,backtest/cache/event_props_cc60225b5a907bd9ba7c27c23131fc5c_snapshot_20251116_2025.json
cc60225b5a907bd9ba7c27c23131fc5c,h2h,Baltimore Ravens,betus,BetUS,1.23,1.22,0.008196721311475417,,20251116_2025,backtest/cache/event_props_cc60225b5a907bd9ba7c27c23131fc5c_snapshot_20251116_2025.json
cc60225b5a907bd9ba7c27c23131fc5c,h2h,Baltimore Ravens,betonlineag,BetOnline.ag,1.23,1.22,0.008196721311475417,,20251116_2025,backtest/cache/event_props_cc60225b5a907bd9ba7c27c23131fc5c_snapshot_20251116_2025.json
cc60225b5a907bd9ba7c27c23131fc5c,h2h,Baltimore Ravens,lowvig,LowVig.ag,1.23,1.22,0.008196721311475417,,20251116_2025,backtest/cache/event_props_cc60225b5a907bd9ba7c27c23131fc5c_snapshot_20251116_2025.json
5c06e82838fcfade9adf1e89b8bd3081,h2h,Green Bay Packers,fanduel,FanDuel,1.25,1.24,0.008064516129032265,,20251116_2025,backtest/cache/event_props_5c06e82838fcfade9adf1e89b8bd3081_snapshot_20251116_2025.json
