event_id,commence_time,home_team,away_team,bookmaker_key,bookmaker_title,market_key,outcome_name,point,raw_price,decimal_price,snapshot_time,raw_saved_path
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,lowvig,LowVig.ag,h2h,Arizona Cardinals,,2.63,2.63,20251116_2040,backtest/cache/event_props_full_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2040.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,lowvig,LowVig.ag,h2h,San Francisco 49ers,,1.53,1.53,20251116_2040,backtest/cache/event_props_full_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2040.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,betonlineag,BetOnline.ag,h2h,Arizona Cardinals,,2.63,2.63,20251116_2040,backtest/cache/event_props_full_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2040.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,betonlineag,BetOnline.ag,h2h,San Francisco 49ers,,1.53,1.53,20251116_2040,backtest/cache/event_props_full_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2040.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,betrivers,BetRivers,h2h,Arizona Cardinals,,2.55,2.55,20251116_2040,backtest/cache/event_props_full_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2040.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,betrivers,BetRivers,h2h,San Francisco 49ers,,1.51,1.51,20251116_2040,backtest/cache/event_props_full_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2040.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,fanatics,Fanatics,h2h,Arizona Cardinals,,2.6,2.6,20251116_2040,backtest/cache/event_props_full_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2040.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,fanatics,Fanatics,h2h,San Francisco 49ers,,1.53,1.53,20251116_2040,backtest/cache/event_props_full_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2040.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,bovada,Bovada,h2h,Arizona Cardinals,,2.65,2.65,20251116_2040,backtest/cache/event_props_full_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2040.json
91630b9c62640117918fa30d2a62d2db,2025-11-16T21:05:00Z,Arizona Cardinals,San Francisco 49ers,bovada,Bovada,h2h,San Francisco 49ers,,1.51,1.51,20251116_2040,backtest/cache/event_props_full_91630b9c62640117918fa30d2a62d2db_snapshot_20251116_2040.json
